subset	RMSE (kcal\mol)	r
fa_atr fa_pair hbond_sc hbond_sr_bb	1.65520537267	0.255427740086
fa_rep hbond_sc hbond_sr_bb	1.76395157966	0.0461084814499
fa_atr fa_rep hbond_sc hbond_sr_bb	1.73167632309	0.179896613249
fa_pair fa_rep hbond_sc hbond_sr_bb	1.73044795261	0.0988472280692
fa_atr fa_pair fa_rep hbond_sc hbond_sr_bb	1.6905229038	0.225172298119
fa_sol hbond_sc hbond_sr_bb	1.76522327763	0.00350150827217
fa_atr fa_sol hbond_sc hbond_sr_bb	1.53425104156	0.414602300157
fa_pair fa_sol hbond_sc hbond_sr_bb	1.70090141285	0.122878863243
fa_atr fa_pair fa_sol hbond_sc hbond_sr_bb	1.5523471409	0.399803066779
fa_rep fa_sol hbond_sc hbond_sr_bb	1.80595119295	0.0218342225767
fa_atr fa_rep fa_sol hbond_sc hbond_sr_bb	1.56067317641	0.388040489902
fa_pair fa_rep fa_sol hbond_sc hbond_sr_bb	1.74563967621	0.102785160082
fa_atr fa_pair fa_rep fa_sol hbond_sc hbond_sr_bb	1.57500617465	0.378451212943
hbond_bb_sc hbond_sc hbond_sr_bb	1.77639800227	-0.0288458261787
fa_atr hbond_bb_sc hbond_sc hbond_sr_bb	1.71973920345	0.192945643478
fa_pair hbond_bb_sc hbond_sc hbond_sr_bb	1.72556622245	0.043999042917
fa_atr fa_pair hbond_bb_sc hbond_sc hbond_sr_bb	1.66443280453	0.251717481685
fa_rep hbond_bb_sc hbond_sc hbond_sr_bb	1.82337992449	0.00487211645059
fa_atr fa_rep hbond_bb_sc hbond_sc hbond_sr_bb	1.75445196496	0.167911177257
fa_pair fa_rep hbond_bb_sc hbond_sc hbond_sr_bb	1.77554019729	0.0539646027528
fa_atr fa_pair fa_rep hbond_bb_sc hbond_sc hbond_sr_bb	1.69969763315	0.22160957229
fa_sol hbond_bb_sc hbond_sc hbond_sr_bb	1.82214453669	-0.0352448083618
fa_atr fa_sol hbond_bb_sc hbond_sc hbond_sr_bb	1.54287557357	0.40674830723
fa_pair fa_sol hbond_bb_sc hbond_sc hbond_sr_bb	1.7359934021	0.07540058143
fa_atr fa_pair fa_sol hbond_bb_sc hbond_sc hbond_sr_bb	1.5665150791	0.388279741605
fa_rep fa_sol hbond_bb_sc hbond_sc hbond_sr_bb	1.8581947242	-0.0115729513095
fa_atr fa_rep fa_sol hbond_bb_sc hbond_sc hbond_sr_bb	1.56959143472	0.380674017634
fa_pair fa_rep fa_sol hbond_bb_sc hbond_sc hbond_sr_bb	1.7817849817	0.063682100242
fa_atr fa_pair fa_rep fa_sol hbond_bb_sc hbond_sc hbond_sr_bb	1.59046511502	0.366461585226
hbond_lr_bb hbond_sc hbond_sr_bb	1.74291816891	-0.0336518103233
fa_atr hbond_lr_bb hbond_sc hbond_sr_bb	1.77300702551	0.151397374243
fa_pair hbond_lr_bb hbond_sc hbond_sr_bb	1.69347227755	0.0913572854378
fa_atr fa_pair hbond_lr_bb hbond_sc hbond_sr_bb	1.70241339122	0.224529645258
fa_rep hbond_lr_bb hbond_sc hbond_sr_bb	1.79538070252	0.00989099752836
fa_atr fa_rep hbond_lr_bb hbond_sc hbond_sr_bb	1.80172540934	0.134255329242
fa_pair fa_rep hbond_lr_bb hbond_sc hbond_sr_bb	1.74767556726	0.0793616951525
fa_atr fa_pair fa_rep hbond_lr_bb hbond_sc hbond_sr_bb	1.73294965237	0.201250072757
fa_sol hbond_lr_bb hbond_sc hbond_sr_bb	1.81438791807	-0.040498878962
fa_atr fa_sol hbond_lr_bb hbond_sc hbond_sr_bb	1.5219373382	0.443018188167
fa_pair fa_sol hbond_lr_bb hbond_sc hbond_sr_bb	1.74004143489	0.0860074489123
fa_atr fa_pair fa_sol hbond_lr_bb hbond_sc hbond_sr_bb	1.54014543553	0.429845578036
fa_rep fa_sol hbond_lr_bb hbond_sc hbond_sr_bb	1.84644878631	-0.0133740127242
fa_atr fa_rep fa_sol hbond_lr_bb hbond_sc hbond_sr_bb	1.54300785227	0.424236936346
fa_pair fa_rep fa_sol hbond_lr_bb hbond_sc hbond_sr_bb	1.7778322056	0.0755558799934
fa_atr fa_pair fa_rep fa_sol hbond_lr_bb hbond_sc hbond_sr_bb	1.56047581469	0.41237342109
hbond_bb_sc hbond_lr_bb hbond_sc hbond_sr_bb	1.81858365381	-0.0687939372409
fa_atr hbond_bb_sc hbond_lr_bb hbond_sc hbond_sr_bb	1.77466917415	0.162260876287
fa_pair hbond_bb_sc hbond_lr_bb hbond_sc hbond_sr_bb	1.7493547231	0.0175362593631
fa_atr fa_pair hbond_bb_sc hbond_lr_bb hbond_sc hbond_sr_bb	1.66645030191	0.268323080581
fa_rep hbond_bb_sc hbond_lr_bb hbond_sc hbond_sr_bb	1.85902827701	-0.0271832739576
fa_atr fa_rep hbond_bb_sc hbond_lr_bb hbond_sc hbond_sr_bb	1.80295185376	0.142518489125
fa_pair fa_rep hbond_bb_sc hbond_lr_bb hbond_sc hbond_sr_bb	1.79690826955	0.0321705881715
fa_atr fa_pair fa_rep hbond_bb_sc hbond_lr_bb hbond_sc hbond_sr_bb	1.69284582016	0.244670449987
fa_sol hbond_bb_sc hbond_lr_bb hbond_sc hbond_sr_bb	1.87076227898	-0.0711691092397
fa_atr fa_sol hbond_bb_sc hbond_lr_bb hbond_sc hbond_sr_bb	1.48348834256	0.478152476237
fa_pair fa_sol hbond_bb_sc hbond_lr_bb hbond_sc hbond_sr_bb	1.76550354724	0.0532010034309
fa_atr fa_pair fa_sol hbond_bb_sc hbond_lr_bb hbond_sc hbond_sr_bb	1.50048446425	0.464055045774
fa_rep fa_sol hbond_bb_sc hbond_lr_bb hbond_sc hbond_sr_bb	1.89929618838	-0.0434943536065
fa_atr fa_rep fa_sol hbond_bb_sc hbond_lr_bb hbond_sc hbond_sr_bb	1.50056257083	0.462414423915
fa_pair fa_rep fa_sol hbond_bb_sc hbond_lr_bb hbond_sc hbond_sr_bb	1.80574706327	0.0429429391637
fa_atr fa_pair fa_rep fa_sol hbond_bb_sc hbond_lr_bb hbond_sc hbond_sr_bb	1.51870885863	0.447698457949
